category,name,address,postal_code,phone,phone2,website,email,hours,services,notes,rating,halal_status,languages
Legal Aid,Immigration and Refugee Board of Canada,,,1-833-931-5121,,,,,,,,,
Legal Aid,Rexdale Community Legal Clinic,"21 Panorama Court, Suite 24",,416-741-5201,,,,,"FREE - housing, immigration, welfare, disability benefits",,,,
Legal Aid,Rexdale Community Legal Clinic,,,416-741-5201,,rexdalecommunitylegalclinic.ca,,"Mon-Tue 9am-5pm, Wed 1pm-5pm, Thu-Fri 9am-5pm","Housing, employment, immigration, refugee law",,,,
Libraries,Toronto Public Library - Albion Branch,Organization | Address | Phone | Notes,M9V 1B2,416-394-5170,,torontopubliclibrary.ca/albion,,,### Youth Services,,,,
Licensed Daycares,Humber Child Development Centre,,,416-675-5057,,,,,,,,,"Chinese, Italian, Punjabi, Portuguese, Spanish, Greek"
Licensed Daycares,Martingrove Child Care Centre,,,416-742-1812,,,,,,,Ages: 1.5 to 12 years | Quality Rating: 4.79/5 (Toddler),,
Licensed Daycares,Rexdale Day Nursery,,,416-743-5057,,,,,,,,,"Croatian, Italian, Serbian"
Licensed Daycares,Silverstone Learning Centre,,,416-741-0414,,,,,,,,,"Hindi, Punjabi"
Local Flower Shops,Alana's Flowers & Gifts,,,,,,,,,,,,
Local Flower Shops,The Potty Planter Florist,,,,,,,,,,4.7-4.8 stars,,
Local Flower Shops,Toronto Funeral Flowers,,,,,,,,,,,,
Long-Term Care Facilities,Deerwood Creek Care Community,,,,,,,,,,,,"English, Italian"
Long-Term Care Facilities,Humber Valley Terrace,,,,,,,,,,,,
Long-Term Care Facilities,Westside Long Term Care Home,,,,,,,,,,,,
MTO-Approved Passenger Vehicle Schools in Rexdale,Multilingual Instruction Available,,,,,,,,,,,,
Major Fast Food Chains,Burger King - Finch Ave,,,,,,,,,,,,
Major Fast Food Chains,Burger King - Woodbine Mall,,,416-679-8777,,,,"11am-7pm Mon-Fri, reduced weekend hours",,,,,
Major Fast Food Chains,Harvey's & Swiss Chalet,,,1130,,,,285 Rexdale Blvd - Hours: 9am-10pm Mon-Fri,,,,,
Major Fast Food Chains,McDonald's - Rexdale/Kipling,,,416-743-8100,,,,Open 24 Hours,,,,,
Major Fast Food Chains,Popeyes Louisiana Kitchen - Woodbine Mall,,,,,,,,,,,,
Major Fast Food Chains,Wendy's - Albion Road,,,,,,,,,,,,
Major Fast Food Chains,Wendy's - Kipling,,,416-745-3118,,,,"Opens 6:30am daily, late night",,,,,
Major Grocery Chains,Bestco Food Mart,,,416-742-8688,,,,,,,,,
Major Grocery Chains,Emiliano & Ana's No Frills,,,,,,,"Mon-Fri 8am-9pm, Sat-Sun 8am-8pm",,,,,
Major Grocery Chains,Food Basics - Albion,,,416-743-4485,,,,Open until 10pm daily,,,,,
Major Grocery Chains,Food Basics - Kipling,,,416-247-9358,,,,Open until 10pm daily,,,,,
Major Grocery Chains,Sheriff's No Frills,,,416-744-7389 (,),,,"Mon-Fri 8am-9pm, Sat-Sun 8am-8pm",,,,,
Major Grocery Chains,Sunny Foodmart,,,416-745-2988,,,,,,,,,
Major Parks,Pine Point Park,,,,,,,,,,,,
Major Parks,Summerlea Park,,,,,,,,,,,,
Major Parks,West Humber Parkland,,,,,,,,,,,,
Major Retailers,Staples Rexdale,,,,,,,,(416) 749-9932 (store) | (416) 749-3696 (print services),,,,
Major Shopping Centres,The Albion Centre,Business | Address | Phone | Hours,M9V 1B4,,,thealbioncentre.com,,Dollarama - Albion Centre | 1530 Albion Road | 514-737-1006 | Mall hours,,"123 retail units, 376,579 sq ft, anchored by Canadian Tire, No Frills, Shoppers Drug Mart, LCBO",,,
Manufacturing Facilities,Cascades Containerboard Packaging - Rexdale (McLeish Division),"274 Humberline Drive, Rexdale, ON M9W 5S2",M9W 5S2,416-675-1123,,cascades.com,,,,,,,
Manufacturing Facilities,KIK Rexdale,"62 Belfield Road, Rexdale, ON M9W 1G2",M9W 1G2,,,,,,,Part of KIK Consumer Products - major contract manufacturer,,,
Manufacturing Facilities,Loders Croklaan Canada Inc. (Bunge),"185 Belfield Road, Rexdale, ON M9W 1G8",M9W 1G8,416-243-3022,,,,,,,,,
Manufacturing Facilities,Unilever Canada - Rexdale Manufacturing Plant,"195 Belfield Road, Rexdale, ON M9W 1G8",M9W 1G8,416-246-1650,,unilever.ca,,,,Operational since 1961; FSSC certified; exports to US,,,
Medical Centres,Pediatrics @ Humber College,,,,,pediatricsathumbercollege.ca,,,,,Operating since 1977; affiliated with U of T Faculty of Medicine,,
Medical Centres,Rexdale Community Health Centre (CHC),,,222,301-222,,,Mon-Fri 9am-5pm,"Family medicine, mental health, physiotherapy, dental, diabetes education",,,,
Medical Centres,Rexdale Medical Centre,,,416-743-5853,,,,,"Family medicine, Telederm dermatology, nutrition, podiatry",,,,
Medical Equipment/Supplies Stores,Access Abilities,"154 Norseman Street, Etobicoke, ON M8Z 2R4",M8Z 2R4,416-237-9654,,accessabilities.ca,,Mon-Fri 9am-5pm; Sat 10am-1pm,"Sales, rentals, repairs, delivery/setup, funding assistance",Toronto Star Readers' Choice winner; family-owned since 1998,,,
Medical Equipment/Supplies Stores,DO Home Healthcare,"100 Rexdale Blvd, Toronto, ON M9W 1N7",M9W 1N7,(416) 746-6789,,dohomehealthcare.com,,,,ODSP and MOD authorized vendor; delivery available,,,
Medical Equipment/Supplies Stores,FPM Solutions CPAP & Medical Devices,,,,,cpapmachinescanada.com,,,"Free mask/machine trials, ongoing therapy support",,,,
Medical Equipment/Supplies Stores,Vital Mobility,"3537 Bathurst St, North York (delivers to Rexdale)",,,,vitalmobility.ca,,,### Home Healthcare/PSW Services,16 years in business; Canada-wide shipping,,,
Medical Labs,Dynacare - Humber College Blvd,,,,,,,,,,,,
Medical Labs,LifeLabs - Humber College Blvd,,,,,,,,,,,,
Mental Health,Rexdale CHC Mental Health & Counselling,,,416-744-0066 (,1,,,,,,,,
Mental Health,Saint Elizabeth Health Care - Mobile Crisis Team,,,416-498-0043,,,,,,,,,
Middle Eastern Restaurants/Cafes,Ali Baba's Mediterranean Cuisine,,,416-749-3849,,alibabas.ca,,Daily 10:30am-11pm,,,,,
Middle Eastern/Afghan Bakeries,Baghlan Kabob & Bakery,,,416-401-0120,,baghlankabob.ca,,Sun-Thu 11am-10pm; Fri-Sat 11am-11pm,,,,,"English, Dari/Pashto"
Mortgage Brokers,Cleve Does More (Mortgage Alliance),"26 Rexdale Blvd, Toronto, ON M9W 5Z3",M9W 5Z3,416-564-1783,,clevedoesmore.com,,,### Financial Advisors/Investment Services,,,,
Mortgage Brokers,Jacqu\u00e9 Turnbull - Centum One Financial Group,"407-155 Rexdale Blvd, Etobicoke, ON M9W 5Z8",M9W 5Z8,416-436-5325,,,,,Mortgage brokerage services,,,,
Mortgage Brokers,Lending Logic Financial,"96 Rexdale Blvd, Etobicoke, ON",,,,,,,"Residential mortgages, commercial mortgages, refinancing, first-time buyers",Licensed since 2001; member of CAAMP; access to institutional and private lenders,,,
Mortgage Brokers,Rexdale Financial Services,"30 Carrier Dr, Etobicoke, ON M9W 5T7",M9W 5T7,416-674-7050,,rexdalefinancial.com,,,"Financing consultants, mortgage brokerage",,,,
Mosques,Darul Hijra Islamic Centre,,,416-746-6666,,ssctoronto.org,,,,,,,
Mosques,Rexdale Jame Masjid,,,416-744-3474,,rexdalemasjid.ca,,,,,4.8/5 (300 reviews),,
Mosques,Ummah Nabawiah Masjid (UNM),,,,,theunm.com,,,,,,,
Moving Companies,Cactus Moving (Rexdale-Kipling Service),,,(647) 525-5855,,cactusmoving.ca,,,### Junk Removal Services,"No charge for gas, mileage, insurance within Toronto GTA",,,
Moving Companies,El Cheapo Movers,,,416-599-2728,,elcheapo.ca,,,"Full-service moving for condos, apartments, houses, offices",Voted Best Mover by Toronto Star Readers 2019-2021; 30+ years in business,,,
Moving Companies,U-Haul Moving & Storage at Rexdale Blvd,"240 Rexdale Blvd, Toronto, ON M9W 1R2",M9W 1R2,(416) 740-9963,,uhaul.com,,"Mon-Thu 7am-7pm, Fri 7am-8pm, Sat 7am-7pm, Sun 9am-5pm","Moving truck rentals, trailers, towing equipment, self-storage, moving supplies, trailer hitches",,,,
Moving Companies,You Move Me Toronto,"270 Rexdale Blvd, Etobicoke, ON M9W 1R2",M9W 1R2,(647) 691-4436,,youmoveme.com,,Open until 6:00 PM,"Local and long-distance moving, packing services, uniformed movers with upfront pricing",Leaves a housewarming plant after moves; guaranteed on-time arrival,,,
Muffler & Exhaust Shops,Instant Muffler and Auto Repair,"395 Rexdale Boulevard, Etobicoke, ON M9W 1R9",M9W 1R9,(416) 245-6669,,,,,"Catalytic converter repair, muffler repair, smoke test, emissions test, general auto repair",,,,
Muffler & Exhaust Shops,Noyzboyz Performance,,,,,noyzboyz.com,,,"Custom exhaust systems, muffler delete, catalytic converter fabrication, off-road upgrades, lift kits, truck/commercial vehicle services",,,,
Music Stores & Lessons,KAOS Music Centre,,,,,,,,,,,,
Music Stores & Lessons,Recording Studio,,,,,,,,Audio recording services,,,,
Muslim Funeral Services (Somali Community),Islamic Foundation of Toronto,Cemetery | Address | Phone | Features,,,,,,,"Riverside Cemetery | 1567 Royal York Rd, M9P 3C4 | (416) 241-0861 | Est. 1892, cremation services",,,,
Nail Salons,Kimli Nails & Spa,"680 Rexdale Blvd #24, M9W 0B5",M9W 0B5,N/A,,"Manicure, pedicure",,,"Manicure, pedicure",,,,
Nail Salons,Lena's Nails,"1530 Albion Rd, M9V 1B4",M9V 1B4,N/A,,"Fish pedicure, gel, acrylics, dip powder",,,"Fish pedicure, gel, acrylics, dip powder",,,,
Nail Salons,NICE NAILS Rexdale,"2261 Islington Ave, Unit 104, M9W 3W6",M9W 3W6,Book online,,"$3 senior discount, birthday specials",,,"$3 senior discount, birthday specials",,,,
Nail Salons,Pretty Nails,"900 Albion Rd, M9V 1A5",M9V 1A5,N/A,,"Under new management, fresh decor",,,"Under new management, fresh decor",,,,
Nail Salons,T&V Nails,"500 Rexdale Blvd, Unit D15 (Woodbine)",,N/A,,"Full service: gel, acrylic, dip powder, nail art",,,"Full service: gel, acrylic, dip powder, nail art",,,,
Nail Salons,Top Nails Spa,"1530 Albion Rd, M9V 5H4",M9V 5H4,Book online,,"Premium nail care, waxing, skin treatments",,,"Premium nail care, waxing, skin treatments",,,,
National Franchises,Oxford Learning - Etobicoke West,,,,,,,,,,,,
National Franchises,Sylvan Learning - Etobicoke,,,,,,,,,,,,
New Car Dealerships,Airport Mazda of Toronto,,,416-745-0001,,airportmazda.ca,,,,,,,
New Car Dealerships,Castle Honda,,,416-745-7060,,castlehonda.ca,,"Mon-Thu 9am-8pm, Fri 9am-5:30pm, Sat 9am-6pm",,,,,
New Car Dealerships,Rexdale Hyundai,,,416-748-2555,,rexdalehyundai.ca,,,,,,,
New Car Dealerships,"Woodbine GM (Chevrolet, Buick, GMC)",,,416-743-1810,,woodbinegm.com,,,,,,,
New Car Dealerships,Woodbine Nissan,,,416-748-2900,,woodbinenissan.com,,,,,,,
New Car Dealerships,Woodbine Toyota,,,416-741-3222,,woodbinetoyota.ca,,,,,Family-owned since 2003; 4.2/5 Google rating,,
Nightclubs,Casino Woodbine / Great Canadian Casino Resort Toronto,"555 Rexdale Blvd, Etobicoke, ON M9W 5L1",M9W 5L1,416-675-1101,,woodbine.com/casino/,,Open 24/7,,,4.3/5 TripAdvisor,,
Nightclubs,Da House of Jerk,"680 Rexdale Blvd, Etobicoke, ON M9W 0B5",M9W 0B5,,,dahouseofjerk680.com,,,,,3.8/5,,
Nightclubs,Royal King Banquet Hall Nightclub,"181 Rexdale Blvd, Etobicoke, ON M9W 1R2",M9W 1R2,416-740-9360,,,,"Crowd: Young professionals, urban, West Indian, after hours","VIP booths, bottle service",,,,
Notary Publics & Commissioners of Oaths,NotaryPro - Rexdale (Humberwood),,,,,,,,,,,,
Notary Publics & Commissioners of Oaths,Vinh T. Tran - Notary Public,,,,,,,,Rates from $8.85 for basic services,,,,
OTHER SERVICES,Access Storage,270 Rexdale Blvd,,"Climate control, first 4 weeks free",,,,,,,,,
OTHER SERVICES,Bernardo Funeral Homes,Albion Rd area,,\u2014,,"All faiths, 50+ years",,,,"All faiths, 50+ years",,,
OTHER SERVICES,Etobicoke Veterinary,1972 Kipling Ave,,\u2014,,50+ years,,,,50+ years,,,
OTHER SERVICES,FedEx Authorized ShipCentre,"100 Rexdale Blvd, Unit 201",,\u2014,,,,,,,,,
OTHER SERVICES,Flower Girl Florist,2141 Kipling Ave,,20+ years,,,,,,,,,
OTHER SERVICES,Kipling Animal Hospital,"2141 Kipling Ave, Unit 8",,(647) 351-0333,,"Emergency, low-cost spay",,,,"Emergency, low-cost spay",,,
OTHER SERVICES,Nelia's Floral Design,Rexdale,,Wedding florals,,,,,,,,,
OTHER SERVICES,Newediuk Funeral Home,2058 Kipling Ave,,(416) 745-7555,,Family-owned 50+ years,,,,Family-owned 50+ years,,,
OTHER SERVICES,North Kipling Veterinary,\u2014,,\u2014,,Full services,,,,Full services,,,
OTHER SERVICES,Print Three Rexdale,"Digital, offset, fast turnaround",,,,,,,,,,,
OTHER SERVICES,Public Storage,2 Greensboro Dr,,"Indoor, vehicle storage",,,,,,,,,
OTHER SERVICES,Self Stor Storage,55 Kelfield St,,24/7 security,,,,,,,,,
OTHER SERVICES,Staples Print & Marketing,Full services,,,,,,,,,,,
OTHER SERVICES,U-Haul Rexdale,270 Rexdale Blvd area,,"Drive-up, mini storage",,,,,,,,,
OTHER SERVICES,UPS - Envoy Business Services,100 Rexdale Blvd,,\u2014,,,,,,,,,
OTHER SERVICES,UPS Access Point - Cash Express,4 Rexdale Blvd,,1-800-742-5877,,,,,,,,,
OTHER SERVICES,UPS Access Point - Jug City,2141 Kipling Ave,,1-800-742-5877,,,,,,,,,
Optical/Eyeglasses,Hakim Optical - Woodbine Centre,,,416-213-8880,,,,"Mon-Fri 10am-9pm, Sat 9:30am-9pm, Sun 11am-7pm",,,,,
Optical/Eyeglasses,LensCrafters - Woodbine Centre,,,,,,,,,,,,
Other Gas Stations,Canadian Tire Gas+,"2260 Islington Ave, Etobicoke, ON M9W 3W6",M9W 3W6,(647) 805-8701,,,,Mon-Fri 6:00 AM \u2013 9:30 PM; Sat 6:00 AM \u2013 8:30 PM; Sun 6:00 AM \u2013 7:30 PM,,Membership required ($60-$120/year); opened November 2023,,,
Other Gas Stations,Esso / Circle K \u2013 Islington,"2291 Islington Ave, Etobicoke",,,,,,,"Propane, Circle K convenience store, Pay at Pump, Restaurant, Air Pump",,,,
Other Gas Stations,MartinGrove Esso,"305 Rexdale Blvd, Etobicoke, ON M9W 1R8 (inside Esso)",M9W 1R8,(647) 821-7741,,popularcarwash.ca/rexdale,,Mon-Fri 7:00 AM \u2013 10:00 PM; Sat-Sun 7:00 AM \u2013 8:00 PM; Detailing 9:00 AM \u2013 6:00 PM,"Exterior wash, full-service interior/exterior, detailing (express to full), free vacuums, oil change (Lube Shop), rustproofing",20+ years in business; accepts PC Optimum Points,,,
Other Gas Stations,Petro-Canada,"288 Rexdale Blvd, Etobicoke, ON M9W 1R6",M9W 1R6,(416) 740-0054,,,,,"Convenience store, Air Pump, Service Station",,,,
PERSONAL SERVICES,Ace Barber Shop,Etobicoke,,\u2014,,"Jamaican-trained, fades",,,,"Jamaican-trained, fades",,,
PERSONAL SERVICES,Aisha Hair Empire,1170 Albion Rd,,\u2014,,"African braiding, 5.0 stars",,,,"African braiding, 5.0 stars",,,
PERSONAL SERVICES,Albion Mall Hair Stylist,1530 Albion Rd,,(416) 741-7282,,Scalp treatment,,,,Scalp treatment,,,
PERSONAL SERVICES,Barber at Albion Centre,1530 Albion Rd #1A,,(647) 342-8976,,Facial services,,,,Facial services,,,
PERSONAL SERVICES,Beauty Supply Inc.,1160 Albion Rd,,(416) 740-1859,,Equipment & supplies,,,,Equipment & supplies,,,
PERSONAL SERVICES,Domenic the Barber,2428 Islington Ave,,(416) 742-6606,,"Men's cuts, shaves",,,,"Men's cuts, shaves",,,
PERSONAL SERVICES,Dry Cleaner,42A Rexdale Blvd,,Open until 7pm,,,,,,,,,
PERSONAL SERVICES,Dry Cleaner,1735 Kipling Ave,,Also alterations,,,,,,,,,
PERSONAL SERVICES,Evolve Club,557 Dixon Rd,,\u2014,,"Premium, VIP packages",,,,"Premium, VIP packages",,,
PERSONAL SERVICES,Excel Beauty Supplies,1530 Albion Rd (Albion Centre),,(416) 744-1148,,Full beauty supply,,,,Full beauty supply,,,
PERSONAL SERVICES,Express Shoe Repair,1530 Albion Rd (Albion Centre),,(416) 741-1555,,"Leather goods, zippers",,,,"Leather goods, zippers",,,
PERSONAL SERVICES,Feliz Beauty Supply,1686 Albion Rd,,(416) 745-7770,,"Wigs, Virgin Remy hair",,,,"Wigs, Virgin Remy hair",,,
PERSONAL SERVICES,First Choice Haircutters,900-938 Albion Rd,,(416) 743-4031,,Walk-ins welcome,,,,Walk-ins welcome,,,
PERSONAL SERVICES,Future Cutz,200 Queens Plate Dr,,(416) 648-2317,,Precision fades,,,,Precision fades,,,
PERSONAL SERVICES,Hair Canada,971 Albion Rd,,(416) 271-9153,,Extensions,,,,Extensions,,,
PERSONAL SERVICES,Indo Canada Salon & Spa,1164 Albion Rd,,(416) 743-1068,,"Est. 1995, 2000+ sq ft",,,,"Est. 1995, 2000+ sq ft",,,
PERSONAL SERVICES,Magic Coin Laundry,990 Albion Rd,,"Largest in Etobicoke, 60 machines",,,,,,,,,
PERSONAL SERVICES,North Kipling Coin Laundry,2700 Kipling Ave,,"Dry cleaning, ironing",,,,,,,,,
PERSONAL SERVICES,Ogin Hair Salon,"30 Baywood Rd, Unit 16",,\u2014,,"Unisex, cuts $20-45",,,,"Unisex, cuts $20-45",,,
PERSONAL SERVICES,Ray Daniel Salon & Spa,500 Rexdale Blvd,,(647) 343-7424,,Full service,,,,Full service,,,
PERSONAL SERVICES,Ryan's Beauty Salon,1530 Albion Rd,,(416) 741-9374,,Albion Centre,,,,Albion Centre,,,
PERSONAL SERVICES,Ryna's Nails,6620 Finch Ave W #10A,,(647) 351-9090,,Mon-Sat 10am-9pm,,,,Mon-Sat 10am-9pm,,,
PERSONAL SERVICES,Ryna's Nails,"5200 Finch Ave W, Unit 2",,(416) 741-1036,,Full services,,,,Full services,,,
PERSONAL SERVICES,Sally Beauty,2257 Islington Ave,,\u2014,,"6,000+ products",,,,"6,000+ products",,,
PERSONAL SERVICES,Salon Miraj,680 Rexdale Blvd #14,,(416) 666-9665,,"Threading, facials",,,,"Threading, facials",,,
PERSONAL SERVICES,Shoe Repair,2291 Kipling Ave,,(416) 219-4053,,Full repair,,,,Full repair,,,
PERSONAL SERVICES,Shoe Repair,1357 Martin Grove Rd,,(416) 248-9696,,\u2014,,,,\u2014,,,
PERSONAL SERVICES,Soap Stars Coin Laundry,1620 Albion Rd,,"ATM, WiFi, games",,,,,,,,,
PERSONAL SERVICES,Tailor,1530 Albion Rd (Albion Centre),,\u2014,,"Alterations, mending",,,,"Alterations, mending",,,
PERSONAL SERVICES,Tailor,296 Rexdale Blvd,,\u2014,,Tailoring,,,,Tailoring,,,
PERSONAL SERVICES,Tailor,837 Albion Rd,,(416) 748-5422,,Alterations,,,,Alterations,,,
PROFESSIONAL SERVICES,Albion Neighbourhood Services,\u2014,,\u2014,,FREE tax clinic,,,,\u2014,,,
PROFESSIONAL SERVICES,Allstate,(647) 360-9850,,(647) 360-9850,,,,,,Home & auto,,,
PROFESSIONAL SERVICES,Dejinta Beesha,(416) 743-1286,,(416) 743-1286,,,,,,"Settlement services, 21 Panorama Ct",,,
PROFESSIONAL SERVICES,H&R Block,500 Rexdale Blvd (Woodbine),,500 Rexdale Blvd (Woodbine),,"Personal, corporate",,,,\u2014,,,
PROFESSIONAL SERVICES,Humberview Insurance Brokers,\u2014,,\u2014,,,,,,"30+ years, multi-line",,,
PROFESSIONAL SERVICES,Immigration Consultants of Canada,\u2014,,\u2014,,,,,,RCIC Assad Bajwa (R509021),,,
PROFESSIONAL SERVICES,Kevin Stoddart Real Estate,\u2014,,\u2014,,North Etobicoke specialist,,,,\u2014,,,
PROFESSIONAL SERVICES,Mak Tax & Accounting,181 Rexdale Blvd,,181 Rexdale Blvd,,"Est. 1993, 10,000+ clients",,,,\u2014,,,
PROFESSIONAL SERVICES,NotaryPro - Rexdale,710 Humberwood Blvd #1015,,710 Humberwood Blvd #1015,,"Notary, Commissioner",,,,\u2014,,,
PROFESSIONAL SERVICES,RE/MAX West Realty,96 Rexdale Blvd,,96 Rexdale Blvd,,Full-service brokerage,,,,(416) 745-2300,,,
PROFESSIONAL SERVICES,Red Seal Notary,Multiple locations,,Multiple locations,,RCMP fingerprinting,,,,\u2014,,,
PROFESSIONAL SERVICES,Rexdale Women's Centre,(416) 745-0062,,(416) 745-0062,,,,,,Immigration settlement,,,
PROFESSIONAL SERVICES,Vinh T. Tran,\u2014,,\u2014,,"Licensed lawyer, mobile",,,,(647) 209-7389,,,
Packaging Supplies,Cascades Containerboard Packaging - Rexdale,"274 Humberline Drive, Rexdale, ON M9W 5S2",M9W 5S2,,,,,,,,,,
Packaging Supplies,EcomPack.ca,,,416-792-0212,,ecompack.ca,,,,,,,
Packaging Supplies,KeyPak,,,,,keypak.ca,,,,Family business since 1994; free next-day delivery Toronto,,,
Packaging Supplies,Whitebird Packaging,,,1-800-263-2128,,whitebird.ca,,,,Family-owned Canadian; next-day delivery,,,
Painting Contractors,CertaPro Painters of Etobicoke,"160 The Westway #16C, Etobicoke, ON M9P 2C1",M9P 2C1,647-689-5845,,certapro.com/etobicoke,,,"Interior/exterior painting, residential/commercial, cabinet painting, deck staining",Locally owned; 2-year warranty; financing options available,,,
Painting Contractors,Court-Hampton Painting Inc,"4 Winterton Drive, Etobicoke, ON M9B 3G5",M9B 3G5,416-925-1376,,courthamptonpainting.com,,,"Interior/exterior, residential/commercial, condo painting",30+ years experience; fully insured with WSIB; virtual estimates available,,,
Painting Contractors,DAF Painting,,,437-227-4630,,dafpainting.ca,,,"Interior/exterior for residential/commercial; walls, ceilings, floors, decks, cabinets",Free quotes; serves 30km radius of Etobicoke,,,
Painting Contractors,Ecopainting (Etobicoke),,,,,ecopainting.ca,,,Residential and commercial interior/exterior painting,Low-odour paint options; $5 million liability insurance; no subcontractors,,,
Part 1: Business Directory by Category,7 Magic Photo,Woodbine Centre,,647-262-5768,,Digital versions available,,Digital versions available,,,,,
Part 1: Business Directory by Category,7 Magic Photo & Gifts,"500 Rexdale Blvd (Woodbine Centre), M9W 6K5",M9W 6K5,647-262-5768,,"Portraits, custom photo gifts, passport photos",,"Portraits, custom photo gifts, passport photos",,,,,
Part 1: Business Directory by Category,Able Staffing,"206-100 Rexdale Blvd, M9W 1N7",M9W 1N7,416-840-0094,,General staffing,,General staffing,,,,,
Part 1: Business Directory by Category,Agency,Address,,Phone,,Specialty,,Specialty,,,,,
Part 1: Business Directory by Category,Al-Ibrahim Travel & Tours,"20 Rexdale Blvd, M9W 5Z3",M9W 5Z3,647-343-5550,,4.9/5 rated Umrah/Hajj specialist,,4.9/5 rated Umrah/Hajj specialist,,,,,
Part 1: Business Directory by Category,Albion Digital Photo Centre,"1530 Albion Rd, M9V 1B3",M9V 1B3,416-745-7559,,"Studio photography, custom framing",,"Studio photography, custom framing",,,,,
Part 1: Business Directory by Category,Albion Digital Photo Centre,1530 Albion Rd,,416-745-7559,,All ID photo types,,All ID photo types,,,,,
Part 1: Business Directory by Category,Albion Jewellers,"1042 Albion Rd, M9V 1A7",M9V 1A7,647-703-1855,,General jewelry,,General jewelry,,,,,
Part 1: Business Directory by Category,Albion Smoke And Gift Shop,"361 Albion Rd, M9W 3P3",M9W 3P3,Not listed,,Not listed,,Not listed,,,,,
Part 1: Business Directory by Category,Appliance Repair Etobicoke Rexdale,647-560-1176,,"Same-day service, all major appliances",,,,,,,,,
Part 1: Business Directory by Category,Avis Rent a Car,"19 Belfield Rd, M9W 1E8",M9W 1E8,647-777-2847,,Same as Budget (co-located),,Same as Budget (co-located),,,,,
Part 1: Business Directory by Category,Budget Car Rental,"19 Belfield Rd, M9W 1E8",M9W 1E8,416-249-8335,,"Mon-Thu 8am-5pm, Fri 8am-6pm, Sat 7am-3pm",,"Mon-Thu 8am-5pm, Fri 8am-6pm, Sat 7am-3pm",,,,,
Part 1: Business Directory by Category,Buds House,"38A Rexdale Blvd, M9W 5Z3",M9W 5Z3,437-410-1420,,"Mon-Sat 10am-10pm, Sun 11am-10pm",,"Mon-Sat 10am-10pm, Sun 11am-10pm",,,,,
Part 1: Business Directory by Category,Canada Computer Service,"7-306 Rexdale Blvd, M9W 1R6",M9W 1R6,416-748-7979,,"Computer repair, data recovery, refurbished sales",,"Computer repair, data recovery, refurbished sales",,,,,
Part 1: Business Directory by Category,Cash Money,"276 Rexdale Blvd, M9W 1R2",M9W 1R2,416-745-1749,,"Mon-Sat 9am-9pm, Sun 10am-6pm",,"Mon-Sat 9am-9pm, Sun 10am-6pm",,,,,
Part 1: Business Directory by Category,Cash Money,"2280 Islington Ave, M9W 3W8",M9W 3W8,416-746-7290,,"Mon-Sat 9am-9pm, Sun 10am-6pm",,"Mon-Sat 9am-9pm, Sun 10am-6pm",,,,,
Part 1: Business Directory by Category,Chopra Jewellers Ltd,"1066A Albion Rd, M9V 1A7",M9V 1A7,416-744-7534,,General jewelry,,General jewelry,,,,,
Part 1: Business Directory by Category,City Car & Truck Rental,"445 Rexdale Blvd (Comfort Hotel), M9W 6P8",M9W 6P8,416-800-1222,,"FREE airport shuttle, accepts debit/cash, 500+ reviews",,"FREE airport shuttle, accepts debit/cash, 500+ reviews",,,,,
Part 1: Business Directory by Category,Comfort Hotel Airport North,"445 Rexdale Blvd, M9W 6K5",M9W 6K5,416-740-9500,,$94-$192,,$94-$192,,,,,
Part 1: Business Directory by Category,Company,Address,,Phone,,Hours,,Hours,,,,,
Part 1: Business Directory by Category,Company,Address/Phone,,Services,,,,,,,,,
Part 1: Business Directory by Category,Company,Phone,,Services,,,,,,,,,
Part 1: Business Directory by Category,Cost Cannabis,"1123 Albion Rd #3, M9V 1A9",M9V 1A9,416-740-8886,,Daily 9am-11pm,,Daily 9am-11pm,,,,,
Part 1: Business Directory by Category,Dan Locksmith Rexdale,647-478-6892,,"Auto specialty, transponder keys",,,,,,,,,
Part 1: Business Directory by Category,Deol Travel,"10-6640 Finch Ave W, M9W 0B3",M9W 0B3,905-588-5100,,"South Asian, Disney vacations",,"South Asian, Disney vacations",,,,,
Part 1: Business Directory by Category,ES Gold Buyers,"500 Rexdale Blvd (Woodbine Centre), M9W 6K5",M9W 6K5,Not listed,,Gold buying,,Gold buying,,,,,
Part 1: Business Directory by Category,EST Hotel,"1790 Albion Rd, M9V 1C2",M9V 1C2,416-747-7676,,$57-$103,,$57-$103,,,,,
Part 1: Business Directory by Category,Ecoway Movers,888-807-2040,,"24/7 support, backup trucks",,,,,,,,,
Part 1: Business Directory by Category,Enterprise Rent-A-Car,"395 Rexdale Blvd, M9W 1R9",M9W 1R9,416-740-3004,,"Mon-Fri 7:30am-6pm, Sat 9am-2pm",,"Mon-Fri 7:30am-6pm, Sat 9am-2pm",,,,,
Part 1: Business Directory by Category,Etobicoke Appliance Repair,647-699-1245,,"All brands, same-day/next-day",,,,,,,,,
Part 1: Business Directory by Category,Etobicoke Locksmith,647-479-8359,,24/7 service,,,,,,,,,
Part 1: Business Directory by Category,Fabric House,"500 Rexdale Blvd (Woodbine Mall), M9W 6K5",M9W 6K5,416-674-5200,,Mall hours,,Mall hours,,,,,
Part 1: Business Directory by Category,Famili Jewellers,"1005 Albion Rd, M9V 1A6",M9V 1A6,416-745-7558,,General jewelry,,General jewelry,,,,,
